nom_collab,prenom_collab,nom_parlementaire,prenom_parlementaire,id_parlementaire
Hodapp,Jocelyn,Rimbert,Catherine,PA841981
Bouton,Emeline,Rimbert,Catherine,PA841981
Ducros,Rémi,Rimbert,Catherine,PA841981
du Repaire,Coralie,Bamana,Anchya,PA842279
Faradji,Attoumani,Bamana,Anchya,PA842279
Toto,Jacques,Bamana,Anchya,PA842279
Leloup,Lucas,Regol,Sandra,PA794778
Amblard,Ameris,Regol,Sandra,PA794778
Heap,Thomas,Regol,Sandra,PA794778
Beltaief,Bella,Regol,Sandra,PA794778
Speter-Lejeune,Ludwig,Kervran,Loïc,PA719052
Loeillet,Aurélie,Kervran,Loïc,PA719052
Lopes,Magnuson,Kervran,Loïc,PA719052
Grand-Emile,Eline,Castor,Jean-Victor,PA795868
Tablon,Doris,Castor,Jean-Victor,PA795868
MONTHIEUX,Marc,Castor,Jean-Victor,PA795868
Arson,Annabelle,Mauvieux,Kévin,PA793616
Dupuis,Kélian,Mauvieux,Kévin,PA793616
GONCALVES,Jeoffrey,Mauvieux,Kévin,PA793616
Serieys,Guilhem,Alexandre,Laurent,PA793262
LELIEVRE,Iris,Alexandre,Laurent,PA793262
Dupuy,Corentin,Alexandre,Laurent,PA793262
Laville,Nathalie,Arenas,Rodrigo,PA795084
Sbriglio,Benjamin,Arenas,Rodrigo,PA795084
Delohen,Julien,Arenas,Rodrigo,PA795084
Huboux,Elsy,Arenas,Rodrigo,PA795084
Bonifacio,Loïc,Arenas,Rodrigo,PA795084
NARBONNAIS,Valentin,Bellay,Béatrice,PA842211
Chonville,Nadia Marie Annie,Bellay,Béatrice,PA842211
Cloe,Martin,Bellay,Béatrice,PA842211
Gradel,Thibault,Bellay,Béatrice,PA842211
Fautrat,Stéphan,Rist,Stéphanie,PA720066
Sève,Maïté,Rist,Stéphanie,PA720066
Picard,Rémy,Rist,Stéphanie,PA720066
Ceriani,Mariella,Gonord,Michel,PA841869
Ceglarski,François,Limongi,Julien,PA841873
AUDO,Maxence,Limongi,Julien,PA841873
VAREA,Patrice,Limongi,Julien,PA841873
Bonalair,Tony,Limongi,Julien,PA841873
SOMMER,Adrian,Jenft,Pascal,PA841439
Sadler,Laurent,Jenft,Pascal,PA841439
Perrot,Philippine,Jenft,Pascal,PA841439
Kieffer,Jérôme,Jenft,Pascal,PA841439
Lopes,Magnuson,Carteron,Danièle,PA841801
Clerc,Myriam,Carteron,Danièle,PA841801
Leboulanger,Anne,Brigand,Hubert,PA793508
COUPAT,Jean-Baptiste,Brigand,Hubert,PA793508
Ballester,Sandrine,Mesnard,Isabelle,PA841013
Desormeaux,Benoît,Mesnard,Isabelle,PA841013
Zeghouani,Aurore,Mesnard,Isabelle,PA841013
Leclerc,Sarah,Gaillard,Perceval,PA796070
Gence,Sandra,Gaillard,Perceval,PA796070
Payet,Fabienne,Gaillard,Perceval,PA796070
Atchiama-Gangama,Julia,Gaillard,Perceval,PA796070
LAPORTE,Sylvain,Ruffin,François,PA722142
Bourrié,Dimitri,Ruffin,François,PA722142
GALES,Alexis,Ruffin,François,PA722142
Mouillon,Emma,Ruffin,François,PA722142
Le Provost,Louise,Ruffin,François,PA722142
Gollnhofer,Catherine,Bonnivard,Émilie,PA721410
Lannes-Brun,Isabelle,Bonnivard,Émilie,PA721410
Favre-Bonté,Valentine,Bonnivard,Émilie,PA721410
DHERMAND,Angélina,Bonnivard,Émilie,PA721410
Jeanjean,Sabine,Legavre,Jérôme,PA795298
Barhandi,Nezha,Legavre,Jérôme,PA795298
Marion,Matthew,Legavre,Jérôme,PA795298
Niquet,Marie,Sas,Eva,PA610002
Hilsum,Martin,Sas,Eva,PA610002
Baro,Setni,Sas,Eva,PA610002
Boudaud,Gabrielle,Sas,Eva,PA610002
Guillemin,Grégoire,Sabatou,Alexandre,PA794570
Verbeken,Jonathan,Sabatou,Alexandre,PA794570
de Jacquelin,Hubert,Sabatou,Alexandre,PA794570
Desoignies,Arthur,Sabatou,Alexandre,PA794570
GRUYERE,Clara,Sabatou,Alexandre,PA794570
RINCHET-GIROLLET,Franck,Biteau,Benoît,PA840997
GOURDON,Lola,Biteau,Benoît,PA840997
Dumont,Maud,Biteau,Benoît,PA840997
Baptista,Frédéric,Borne,Élisabeth,PA717161
Campos,Benjamin,Borne,Élisabeth,PA717161
LOGEREAU,Thibault,Belouassa-Cherifi,Anaïs,PA841657
FARIBEAULT,Dany,Belouassa-Cherifi,Anaïs,PA841657
MOUGIN,Héloïse,Belouassa-Cherifi,Anaïs,PA841657
Arcis,Raphaël,Saintoul,Aurélien,PA795982
Huet,Annabelle,Saintoul,Aurélien,PA795982
Courant,Arthur,Saintoul,Aurélien,PA795982
Colsenet,Elie,Saintoul,Aurélien,PA795982
ESCRIBANO,Maria,Rousseau,Aurélien,PA826635
Imbert,Judith,Rousseau,Aurélien,PA826635
Madeleine,Patricia,Odoul,Julien,PA795552
Perret,Thomas,Odoul,Julien,PA795552
FERNIQUE,Alexandre,Odoul,Julien,PA795552
MASSARD,Ludovic,Odoul,Julien,PA795552
ROUSSEL,Clovis,Bloch,Matthieu,PA840889
LE RAYONNANT,Linh Dan,Bloch,Matthieu,PA840889
Desgouilles,David,Bloch,Matthieu,PA840889
Feind,Manon,Bloch,Matthieu,PA840889
TONEL,Jennifer,Bruneau,Joël,PA840817
LECASBLE,Victor,Bruneau,Joël,PA840817
Ronssin,Louis,Bruneau,Joël,PA840817
Le Net,Edwige,Peu,Stéphane,PA721270
Thoirey,Sylvie,Peu,Stéphane,PA721270
de Carvalho Soares,Valérie,Peu,Stéphane,PA721270
Goarnisson,Aude,Le Feur,Sandrine,PA719412
HUARD,Agathe,Le Feur,Sandrine,PA719412
Ladan,Damien,Le Feur,Sandrine,PA719412
Rosa,Agathe,Le Feur,Sandrine,PA719412
Serot Almeras Latour,Guillaume,Le Feur,Sandrine,PA719412
DELFOSSE,Nadège,Tesson,Thierry,PA841553
DELCLEVE,Coralie,Tesson,Thierry,PA841553
Renault,Basile,Tesson,Thierry,PA841553
Munoz-Munoz,Dorian,Laporte,Hélène,PA794354
Jarrige,Martin,Laporte,Hélène,PA794354
Bensmina,Marine,Laporte,Hélène,PA794354
Jean-Etienne,Emmanuel,Amirshahi,Pouria,PA610968
Pierson,Hugo,Amirshahi,Pouria,PA610968
Briant-Benabdallah,Myriam,Amirshahi,Pouria,PA610968
Lelièvre,Maxime,Anglade,Pieyre-Alexandre,PA721158
Malek-Ahmadi,Pegah,Anglade,Pieyre-Alexandre,PA721158
LESENNE,Romain,Anglade,Pieyre-Alexandre,PA721158
Béchet,Antoine,Bernalicis,Ugo,PA720430
Yvan,Raphaël,Bernalicis,Ugo,PA720430
Del'Homme,Solène,Bernalicis,Ugo,PA720430
Martiréné,Anne,Rixain,Marie-Pierre,PA722252
Salesse,Gabriel,Rixain,Marie-Pierre,PA722252
Delfour,Marie,Rixain,Marie-Pierre,PA722252
Picazo,Charlotte,Delorme,Sophie,PA840713
Raison,Maud,Delorme,Sophie,PA840713
BELLARBI,Mohamed,Simion,Arnaud,PA841091
OLIVO,Martin,Simion,Arnaud,PA841091
Gaudibert,Christel,Simion,Arnaud,PA841091
FAVROT,Jacques-Elie,Arnault,Raphaël,PA842105
MILLAT,Mathilde,Arnault,Raphaël,PA842105
Djoumer,Lounes,Arnault,Raphaël,PA842105
BOUNIE,Julien,Meunier,Frédérique,PA719272
FOUCAUD,Delphine,Meunier,Frédérique,PA719272
Marcos,Eddie,Meunier,Frédérique,PA719272
Baldon,Anne-Laure,Meunier,Frédérique,PA719272
MOULIER,Vincent,Dussausaye,Gaëtan,PA842073
FRANCOIS,Pierre,Dussausaye,Gaëtan,PA842073
MOUREY,Geoffrey,Dussausaye,Gaëtan,PA842073
GIDOIN,Capucine,Dussausaye,Gaëtan,PA842073
Legnani,Christine,Amiot,Ségolène,PA794138
Fournier,Marin,Amiot,Ségolène,PA794138
Viancin,Maxime,Amiot,Ségolène,PA794138
Richon,Melvin,Abomangoli,Nadège,PA795228
Pires Leal,Sébastien,Abomangoli,Nadège,PA795228
Astier,Cyprien,Abomangoli,Nadège,PA795228
Djelassi,Ilyès,Abomangoli,Nadège,PA795228
SEMAT,Fabien,Bigot,Guillaume,PA842001
MACULLO,Quentin,Bigot,Guillaume,PA842001
KOUBA,Djenna,Bigot,Guillaume,PA842001
Weil,Sébastien,Bigot,Guillaume,PA842001
Fischer,Lindsay,Bigot,Guillaume,PA842001
Guilmin,Maxime,Nury,Jérôme,PA720644
Thomas,Emilie,Nury,Jérôme,PA720644
Salliot,Armelline,Nury,Jérôme,PA720644
Ceugniet,Pierre,Nury,Jérôme,PA720644
Elias,Rania,Sabatini,Anaïs,PA794894
MOMPEU,Louis,Sabatini,Anaïs,PA794894
POTEL,Julien,Sabatini,Anaïs,PA794894
JAOUEN,Gaël,Sabatini,Anaïs,PA794894
PINAULT,Lucas,Florquin,Guillaume,PA840143
DHESSE,Nicholaï,Florquin,Guillaume,PA840143
LELEUX,Théo,Florquin,Guillaume,PA840143
Roland,Laetitia,Florquin,Guillaume,PA840143
Thuet,Alexis,Florquin,Guillaume,PA840143
Chauveau,Emma,Baubry,Romain,PA793374
GROS,Chantal,Baubry,Romain,PA793374
Hardy,Emma,Baubry,Romain,PA793374
Pascal,Léontine,Baubry,Romain,PA793374
De Jerphanion,Jules,Chenevard,Yannick,PA795908
Bachi,Luca,Chenevard,Yannick,PA795908
Jimenez,Vanessa,Chenevard,Yannick,PA795908
Menciassi,Camille,Provendier,Remi,PA842323
Bendaoud,Morgana,Provendier,Remi,PA842323
Wood-Rakocevic,Helen,Lavalette,Laure,PA795912
Koutseff,Nicolas,Lavalette,Laure,PA795912
CHARRON,Pierre,Lavalette,Laure,PA795912
Jouanny,Margot,Padey,Didier,PA795124
Tirtiaux,Fabienne,Gassilloud,Thomas,PA722358
Girandola,Mathieu,Gassilloud,Thomas,PA722358
Esposito,Lou,Gassilloud,Thomas,PA722358
Gérard,Christian,Muller,Serge,PA793696
Bourgeault,Edouard,Muller,Serge,PA793696
LATASSE,Léo-Paul,Fernandes,Emmanuel,PA794786
Wolff,Stefano,Fernandes,Emmanuel,PA794786
GALINIER,Ronan,Fernandes,Emmanuel,PA794786
Delahaye,Léo,Fernandes,Emmanuel,PA794786
FARAULT,Lisa,Fernandes,Emmanuel,PA794786
Belanyi,Jeanne,Rimane,Davy,PA795876
DAVIRIN,Owald,Rimane,Davy,PA795876
N'Gaba,Lionel,Rimane,Davy,PA795876
Chibane,Smail,Brun,Philippe,PA793624
Tefrit,Noha,Brun,Philippe,PA793624
Mitâtre,Tristan,Brun,Philippe,PA793624
Genard-Coudray,Jean-Baptiste,Brun,Philippe,PA793624
Mogharaei,Thomas,Rousset,Jean-François,PA793270
Carrere-Fontana,Mélanie,Rousset,Jean-François,PA793270
BOURREL,Cécile,Rousset,Jean-François,PA793270
Goyer,Florence,Bénard,Édouard,PA796106
Thirel,Jonathan,Bénard,Édouard,PA796106
BELAÏDI,Fatima,Bénard,Édouard,PA796106
Laly Duhaut,Christelle,Frappé,Thierry,PA794678
Duthoit,Valentin,Frappé,Thierry,PA794678
ANTOCHEWICZ,Jérôme,Frappé,Thierry,PA794678
VIZCAINO,Yann,Frappé,Thierry,PA794678
Ricciardetti,Jacques,Grangier,Géraldine,PA793592
Callois,Maxime,Grangier,Géraldine,PA793592
Nahon,Yaël,Grangier,Géraldine,PA793592
Déchaux,Quentin,Grangier,Géraldine,PA793592
Bène,Cécile,Guibert,Julien,PA841451
GELOT,Corentin,Guibert,Julien,PA841451
Poly,Christine,Guibert,Julien,PA841451
Schoof,Albert,Beaurain,José,PA793158
Soiron,Laurence,Beaurain,José,PA793158
Leclercq,Julien,Beaurain,José,PA793158
Couteau,Kylian,Beaurain,José,PA793158
Benoit,Anthony,Beaurain,José,PA793158
REICHARD,Cécile,Huwart,Harold,PA841017
Messatfa,Lies,Huwart,Harold,PA841017
Toqué,Jean-Marc,Cosson,Mickaël,PA793520
Laboup-Charlet,Stéphanie,Cosson,Mickaël,PA793520
Lorand,Bruno,Cosson,Mickaël,PA793520
Morisse,Géraldine,Cosson,Mickaël,PA793520
Lamour,Jeanne-Noëlle,Cosson,Mickaël,PA793520
Ferry,Patricia,Naegelen,Christophe,PA721486
Ferreira,Mathilde,Naegelen,Christophe,PA721486
Siadous,Véronique,Piron,Béatrice,PA721844
Zwertvaegher,Simon,Piron,Béatrice,PA721844
Abdallah,Elie,Piron,Béatrice,PA721844
Barbieux,Armand,Piron,Béatrice,PA721844
BELLEST,Véronique,Michoux,Éric,PA841769
Paillard,Ludivine,Michoux,Éric,PA841769
De Pillot de Coligny,Luc,Michoux,Éric,PA841769
Ruhlmann,Mélisa,Panonacle,Sophie,PA719632
DUPUYAU,Nadia,Panonacle,Sophie,PA719632
Jatière,Anaïs,Panonacle,Sophie,PA719632
Fosset,Pauline,Brard,Jean-Michel,PA841339
PACREAU,Fanny,Brard,Jean-Michel,PA841339
Masson,Catherine,Brard,Jean-Michel,PA841339
Le Bot,Nicolas,Houlié,Sacha,PA722150
Lequien,Ryan,Houlié,Sacha,PA722150
Siraut,Romain,Houlié,Sacha,PA722150
Lacazette,Mathilde,Houlié,Sacha,PA722150
Chelil,Annabelle,Balage El Mariky,Léa,PA841701
Goua,Sébastien,Balage El Mariky,Léa,PA841701
Bounouh,Imane,Balage El Mariky,Léa,PA841701
Huang,Richard,Midy,Paul,PA795664
Cornier,Anne,Midy,Paul,PA795664
Lafont,François,Midy,Paul,PA795664
Rebuffat,Valentin,Taverne,Michaël,PA794502
Lebas,Mickaël,Taverne,Michaël,PA794502
Bettinger-Aucagos,Caroline,Taverne,Michaël,PA794502
Thomas,Sabrina,Taverne,Michaël,PA794502
Pruvot,Sabrina,Taverne,Michaël,PA794502
Rolland,Delphine,Rouaux,Claudia,PA342196
CAHU,Julien,Rouaux,Claudia,PA342196
Petit,Jérôme,Rouaux,Claudia,PA342196
HERB,Stéphane,Roumégas,Jean-Louis,PA606545
Ben Saïd,Gemel,Roumégas,Jean-Louis,PA606545
Richard,Sarah,Roumégas,Jean-Louis,PA606545
PEREZ,Tiffany,Fégné,Denis,PA841665
COLOMES,Jean-Bernard,Fégné,Denis,PA841665
BULARD,Antoine,Fégné,Denis,PA841665
Vercaemst,Hélène,Moulliere,Jean,PA794466
Cordier,Guillaume,Moulliere,Jean,PA794466
Szczygiel,Anne-Florence,Moulliere,Jean,PA794466
Her,Alexis,Gérard,Félicie,PA794470
Osinski,Louis-Alexandre,Gérard,Félicie,PA794470
Macron,Cyrille,Gérard,Félicie,PA794470
Paris,Suzanne,Gérard,Félicie,PA794470
Gabriac,Valentin,Perez,Thierry,PA841199
Féres,Quentin,Perez,Thierry,PA841199
Auguste,Benoît,Perez,Thierry,PA841199
Gueraud-Pinet,Flavie,Perez,Thierry,PA841199
Lérandy,Christine,Nilor,Jean-Philippe,PA610654
Nella,Aurélie,Nilor,Jean-Philippe,PA610654
Zongo,Ludony,Nilor,Jean-Philippe,PA610654
Berisson,Anne,Nilor,Jean-Philippe,PA610654
N'Gaba,Lionel,Nilor,Jean-Philippe,PA610654
Monmirel,Manon,Coquerel,Éric,PA721202
Tossem,Olivia,Coquerel,Éric,PA721202
Cheron,Alexis,Coquerel,Éric,PA721202
Ngang,Landry,Coquerel,Éric,PA721202
Bulard-Naudet,Valentin,Coquerel,Éric,PA721202
Frederiksen,Alex,Bouquin,Manon,PA841131
Quentin,David,Bouquin,Manon,PA841131
Vrillet,Aude,Maillard,Sylvain,PA717379
Diaz-Romero,Rodrigo,Maillard,Sylvain,PA717379
CALLES ICARD,Esteban,Pena,Marc,PA840793
Audeguin,Marie,Pena,Marc,PA840793
Estelle,Louis,Pena,Marc,PA840793
Martinez,Jérémy,Pena,Marc,PA840793
Saillard,Yann,Vojetta,Stéphane,PA721170
Mottelay,Bérénice,Vojetta,Stéphane,PA721170
Camacho,Marie,Vojetta,Stéphane,PA721170
Chartier,Emilie,Vojetta,Stéphane,PA721170
Lagarde,Gautier,Vojetta,Stéphane,PA721170
d'Ollone,Camille,Vojetta,Stéphane,PA721170
Peinaud,Auriane,Thierry,Nicolas,PA793948
Moisset,Jérôme,Thierry,Nicolas,PA793948
Lahaye,Anne-Sophie,Thierry,Nicolas,PA793948
Leonard,Damien,Thierry,Nicolas,PA793948
Richard du Montellier,Marion,Chavent,Marc,PA840721
Bouvier,Anthony,Chavent,Marc,PA840721
BEAUDOUIN,Cécile,Cadalen,Pierre-Yves,PA841023
Darmais,Amélie,Cadalen,Pierre-Yves,PA841023
SEYS,Erwan,Cadalen,Pierre-Yves,PA841023
CLERY,Guillaume,Cadalen,Pierre-Yves,PA841023
DE SAINT-AUBERT,Kévin,Trébuchet,Vincent,PA840685
Besnard,Jérôme,Trébuchet,Vincent,PA840685
Carrel-Billiard,Laure,Trébuchet,Vincent,PA840685
Parlier,Eric,Ratenon,Jean-Hugues,PA721062
Balbine,Vanessa,Ratenon,Jean-Hugues,PA721062
MOUTOUSSAMY,Jasmin,Ratenon,Jean-Hugues,PA721062
ANNETTE PRETO,Flavie,Ratenon,Jean-Hugues,PA721062
Toulemonde-Allier,Solène,Bordes,Pascale,PA793844
BORDES,Fabienne,Bordes,Pascale,PA793844
Langlade,Samuel,Laernoes,Julie,PA794146
Gascher,Romain,Laernoes,Julie,PA794146
Bodineau,Alice,Laernoes,Julie,PA794146
Puahio,Tauarii,Reid Arbelot,Mereana,PA795240
Cornillon,Anne-Chloé,Reid Arbelot,Mereana,PA795240
BOUJOT,Jean-Jacques,Reid Arbelot,Mereana,PA795240
Rey,Léa,Reid Arbelot,Mereana,PA795240
LEMARINEL,Alice,Clouet,Hadrien,PA793736
BICHET,Guillaume,Clouet,Hadrien,PA793736
Mencarelli,Olivier,Clouet,Hadrien,PA793736
Toulza,Antoine,Clouet,Hadrien,PA793736
Dubois,Florence,Benoit,Thierry,PA332228
Charon,Franck,Benoit,Thierry,PA332228
Debicki,Olivier,Taché de la Pagerie,Emmanuel,PA793382
FRANCOIS,Tanguy,Taché de la Pagerie,Emmanuel,PA793382
VARJABEDIAN,Joris,Taché de la Pagerie,Emmanuel,PA793382
Villion,Johnny,Firmin Le Bodo,Agnès,PA267780
Fort,Clémence,Firmin Le Bodo,Agnès,PA267780
Tissier,Bastien,Neuder,Yannick,PA794038
MADINIER,Paul,Neuder,Yannick,PA794038
Foschia,Luc,Neuder,Yannick,PA794038
Mamalucchi,Hanako,Neuder,Yannick,PA794038
Butty,Candice,Neuder,Yannick,PA794038
Sawicki,Cédric,Neuder,Yannick,PA794038
THUET,Mathilde,Ott,Hubert,PA794830
Ferreira,Albertine,Ott,Hubert,PA794830
Grischko,Théo,Ott,Hubert,PA794830
Bettinelli,Guendalina,Ott,Hubert,PA794830
Dos Santos Riscado,Nathan,Thevenot,Prisca,PA795920
Beaurain,Jade,Thevenot,Prisca,PA795920
Lanlo,Virginie,Thevenot,Prisca,PA795920
Berthier,Cyril,Fugit,Jean-Luc,PA722366
Ouzilou,David,Fugit,Jean-Luc,PA722366
Savidan Midroit,Maelle,Fugit,Jean-Luc,PA722366
Poulet,Sandrine,Sorre,Bertrand,PA720190
Vignal,Maryll,Sorre,Bertrand,PA720190
Fillatre,Marie-Hélène,Sorre,Bertrand,PA720190
Leblois,Paul-Arthur,Sorre,Bertrand,PA720190
Faucon Katchanowski,Alexandre,Marais-Beuil,Claire,PA841563
Faucon Katchanowski,Corentin,Marais-Beuil,Claire,PA841563
Philippon,Etienne,Marais-Beuil,Claire,PA841563
Deniau,Pierre,Marais-Beuil,Claire,PA841563
Ganczarczyk,Eve-Marie,Le Grip,Constance,PA345722
Adnot,Ludger,Le Grip,Constance,PA345722
LOUIS,Quentin,Engrand,Christine,PA794718
COZETTE,Magalie,Engrand,Christine,PA794718
Strozyk,Henryk,Engrand,Christine,PA794718
Ben Amar,Zacharia,Sebaihi,Sabrina,PA795808
Collet,Grégoire,Sebaihi,Sabrina,PA795808
Scarpinato,Sébastien,Sebaihi,Sabrina,PA795808
Allombert,Charlotte,Sebaihi,Sabrina,PA795808
Ghalmi-Filatriau,Rayane,Sebaihi,Sabrina,PA795808
Cauvin-Merrant,Dylan,Houssin,Timothée,PA793632
Scholtz,Rémi,Houssin,Timothée,PA793632
Belliere,Clément,Houssin,Timothée,PA793632
Deau,Olivier,Ben Cheikh,Karim,PA795454
Medallel,Moïse,Ben Cheikh,Karim,PA795454
Boudraa,Jihane,Ben Cheikh,Karim,PA795454
Paumard,Emilie,Obono,Danièle,PA721960
Khedim,Yacine,Obono,Danièle,PA721960
Zauli,Barbara,Obono,Danièle,PA721960
Mouheb,Sarah,Obono,Danièle,PA721960
Durand-Tortorella,Théo,Saulignac,Hervé,PA340343
Coste,Mylène,Saulignac,Hervé,PA340343
Yahmi,Riwan,Saulignac,Hervé,PA340343
BOUAROUR,Amina,Bonnet,Arnaud,PA841885
LIENARD,Adrien,Bonnet,Arnaud,PA841885
Evans,Clément,Cathala,Gabrielle,PA842187
BEN SLIMENE,Eddy,Cathala,Gabrielle,PA842187
Pichon,Océane,Maximi,Marianne,PA794686
Pigoury,Julien,Maximi,Marianne,PA794686
Perret,Maëlle,Maximi,Marianne,PA794686
POTOR,Antoine,Herouin-Léautey,Florence,PA841813
David,Vanessa,Herouin-Léautey,Florence,PA841813
Samson,Agathe,Herouin-Léautey,Florence,PA841813
Cayre,Sandrine,Dessigny,Jocelyn,PA793166
Bigot,Carol,Dessigny,Jocelyn,PA793166
Evangelisti,Adriano,Dessigny,Jocelyn,PA793166
Olivier,Martine,Dessigny,Jocelyn,PA793166
Maïsto,Marie-Amélie,Dessigny,Jocelyn,PA793166
Abdallah,Haïria,Youssouffa,Estelle,PA796078
Vieira,Julien,Youssouffa,Estelle,PA796078
Ilhan-Karakaya,Türkân,Youssouffa,Estelle,PA796078
Di Rollo,Adrien,Valletoux,Frédéric,PA795350
BRUNET,Philippine,Valletoux,Frédéric,PA795350
Dewitte,Charlotte,Valletoux,Frédéric,PA795350
Herrouin,Jérémy,Lebec,Marie,PA721852
Gum,Logan,Lebec,Marie,PA721852
ROSTANKOWSKI,Ophélie,Sanvert,Arnaud,PA841777
DELARUE TERRANOVA,Damien,Sanvert,Arnaud,PA841777
Dombrovsky--Morin,Sacha,Sanvert,Arnaud,PA841777
Terranova,Jérôme,Sanvert,Arnaud,PA841777
Lissy,Guillaume,Battistel,Marie-Noëlle,PA342415
Raffin,Adrian,Battistel,Marie-Noëlle,PA342415
Leclercq,Alexandre,Battistel,Marie-Noëlle,PA342415
Pillot,Natan,Battistel,Marie-Noëlle,PA342415
Gouasmia,Fatma,de Courson,Charles,PA942
Mirgodin,Sébastien,de Courson,Charles,PA942
Gonthier,Julien,de Courson,Charles,PA942
Huet-Tournier,Mila,de Courson,Charles,PA942
Jacob,Julien,de Courson,Charles,PA942
Barrard,Aude,de Courson,Charles,PA942
Rouffiac,Valentin,de Courson,Charles,PA942
GIROU,Thibault,Mette,Sophie,PA719640
Dogon,François,Mette,Sophie,PA719640
REIX,Cécile,Mette,Sophie,PA719640
Rousseau,Frédéric,Maillot,Frédéric,PA796010
THIONVILLE,Marie Dominique,Maillot,Frédéric,PA796010
Cerveaux,Isabelle,Maillot,Frédéric,PA796010
Hibon,Juliana,Maillot,Frédéric,PA796010
Botcazou,Stéphanie,Bourgeaux,Jean-Luc,PA342240
Carre,Tania,Bourgeaux,Jean-Luc,PA342240
Paillard,Sophie,Bourgeaux,Jean-Luc,PA342240
Lenoir,Elliot,Duplessy,Emmanuel,PA841351
BENOIT-MARQUIE,François,Duplessy,Emmanuel,PA841351
Violand,Lucas,Duplessy,Emmanuel,PA841351
Rakini,Ilyasse,Duplessy,Emmanuel,PA841351
Clisson,Louis,Pfeffer,Kévin,PA794582
Marison,Josiane,Pfeffer,Kévin,PA794582
RICHARD,Krysten,Pfeffer,Kévin,PA794582
Thomas,Charlotte,Le Gall,Arnaud,PA795672
Bourguignon,Cindy,Le Gall,Arnaud,PA795672
Bagayoko,Yssa,Le Gall,Arnaud,PA795672
Burlaud,Antony,Le Gall,Arnaud,PA795672
Giard,Sébastien,Lecoq,Jean-Paul,PA335612
Héranval,Angela,Lecoq,Jean-Paul,PA335612
Beaurain,Marine,Lecoq,Jean-Paul,PA335612
BARRAU,Patrick,Portarrieu,Jean-François,PA719528
PERES,Yoann,Portarrieu,Jean-François,PA719528
Le Cheviller,Nicolas,Portarrieu,Jean-François,PA719528
Barbieux,Armand,Bergé,Aurore,PA722046
Pilorget,Rémy,Bergé,Aurore,PA722046
Ronceret,Anne-Sophie,Bergé,Aurore,PA722046
Urdy,Thomas,Bergé,Aurore,PA722046
Ta Dinh,Audrey,Schellenberger,Raphaël,PA721314
Burg,Mélanie,Schellenberger,Raphaël,PA721314
Gauduffe,Philippine,Schellenberger,Raphaël,PA721314
Boudinet,Louis,Saint-Pasteur,Sébastien,PA841243
Bridier,Sylvie,Saint-Pasteur,Sébastien,PA841243
Faisandier,Luc,Saint-Pasteur,Sébastien,PA841243
Dimanche,Brandon,Saint-Pasteur,Sébastien,PA841243
Pitre,Justine,Levasseur,Pauline,PA841601
de Saint Sernin,Laurence,Mathiasin,Max,PA720976
Lator,Danick,Mathiasin,Max,PA720976
SAPOTILLE,Fred,Mathiasin,Max,PA720976
Valluet,Jean,Mathiasin,Max,PA720976
LABRUE,Lydia,Barusseau,Fabrice,PA840829
Tissanié,Sébastien,Barusseau,Fabrice,PA840829
Arainty,Aurélie,Barusseau,Fabrice,PA840829
Bénard-Bienvenu,Savine,Descoeur,Vincent,PA330909
PIGANIOL,Pascal,Descoeur,Vincent,PA330909
LACHAIZE,Sylvie,Descoeur,Vincent,PA330909
AMROUCHE,Leila,Diop,Dieynaba,PA841919
PIGRÉE,Maxence,Diop,Dieynaba,PA841919
Vannier,Delphine,Corbière,Alexis,PA721210
Rigollet,Thomas,Corbière,Alexis,PA721210
El Mokrani Tomassone,Julie,Corbière,Alexis,PA721210
Gony,Anthony,Chikirou,Sophia,PA791812
NOURI,Sabrina,Chikirou,Sophia,PA791812
LECHAPTOIS,Ana,Chikirou,Sophia,PA791812
Gore,Alexandre,Chikirou,Sophia,PA791812
COTE,Annie,Louwagie,Véronique,PA608016
FERRAND,Amandine,Louwagie,Véronique,PA608016
Vandevyvere,Edward,Louwagie,Véronique,PA608016
Verron,Clémentine,Louwagie,Véronique,PA608016
Castel,Olivier,Seo,Mikaele,PA757225
Benard,Jean-Claude,Seo,Mikaele,PA757225
Kulifekai-Sako,Sabine,Seo,Mikaele,PA757225
Taalo,Logokiuva,Seo,Mikaele,PA757225
Calvez,William,Le Meur,Annaïg,PA719388
Photiou,Vanessa,Le Meur,Annaïg,PA719388
Audo,Marion,Le Meur,Annaïg,PA719388
Friant,François-Régis,Le Meur,Annaïg,PA719388
FAVRE-ROCHEX JACQUIER,Elsa,Violland,Anne-Cécile,PA795026
MERLE-DARCOURT,Valérie,Violland,Anne-Cécile,PA795026
HOCQUINE,Victor,Violland,Anne-Cécile,PA795026
Perrot,Maud,Violland,Anne-Cécile,PA795026
Baillou,Pierre,Juvin,Philippe,PA346782
Janer,Lucas,Juvin,Philippe,PA346782
DIOP,Shéri,Juvin,Philippe,PA346782
BAROIN,Louise,Juvin,Philippe,PA346782
Rozier-Deroche,Sabine,Juvin,Philippe,PA346782
Toumi,Damien,Tanguy,Jean-Philippe,PA795778
Sahin,Mickaël,Tanguy,Jean-Philippe,PA795778
DUBOIS,Zelmire,Tanguy,Jean-Philippe,PA795778
PONT,Rachel,Tanguy,Jean-Philippe,PA795778
Beaumier,Patty,Jeanbrun,Vincent,PA842117
Andrieux,Joséphine,Jeanbrun,Vincent,PA842117
