nom_collab,prenom_collab,nom_parlementaire,prenom_parlementaire,id_parlementaire
Ruellan,Tanguy,Senée,Ghislaine,GHISLAINESENEE
Ruer,Paul,Vermeillet,Sylvie,SYLVIEVERMEILLET
Ruzza,Laurence,Belrhiti,Catherine,CATHERINEBELRHITI
Saby,Béatrice,Stanzione,Lucien,LUCIENSTANZIONE
Sagot,Anatole,Genet,Fabien,FABIENGENET
Sahraoui,Saliha,Silvani,Silvana,SILVANASILVANI
Saifi,Nadir,Mellouli,Akli,AKLIMELLOULI
Saillour,Arthur,Vogel,Louis,LOUISVOGEL
Saint-jalm,Théo,Vogel,Mélanie,MELANIEVOGEL
Saint-jeannet,Marie-Thérèse,Duffourg,Alain,ALAINDUFFOURG
De saint-martin,Elisabeth,Josende,Lauriane,LAURIANEJOSENDE
Salles,Marguerite,Anglars,Jean-Claude,JEANCLAUDEANGLARS
Salot,Ari,Jacquin,Olivier,OLIVIERJACQUIN
Salviac,Arthur,Blanc,Grégory,GREGORYBLANC
Sambenoun,Jean Hermann,Bélim,Audrey,AUDREYBELIM
Sammarcelli,Marie,Cazabonne,Alain,ALAINCAZABONNE
Sandlar,Christof,Margaté,Marianne,MARIANNEMARGATE
Sarkissian,Lucine,Souyris,Anne,ANNESOUYRIS
Sarrazin,Marie-Lise,Grand,Jean-Pierre,JEANPIERREGRAND
Sarrazin-boespflug,Thibaud,Ruelle,Jean-Luc,JEANLUCRUELLE
Savalli sarrola,Mélissa,Parigi,Paul Toussaint,PAULTOUSSAINTPARIGI
Savreux,Pierre,Gruny,Pascale,PASCALEGRUNY
Scetbon,Arthur,Brulin,Céline,CELINEBRULIN
Schahl,Antoine,Ventalon,Anne,ANNEVENTALON
Schneider,Eloïse,Pernot,Clément,CLEMENTPERNOT
Schubnel,Loïc,Haye,Ludovic,LUDOVICHAYE
Sebille,Emilie,Blanc,Grégory,GREGORYBLANC
Sebrier,Valentin,Aeschlimann,Marie-Do,MARIEDOAESCHLIMANN
Seguinot,Ghislaine,Bourgi,Hussein,HUSSEINBOURGI
Seigner,Chrystèle,Sollogoub,Nadia,NADIASOLLOGOUB
Sen,Milan,Vallet,Mickaël,MICKAELVALLET
Serhir,Dana'a,Mellouli,Akli,AKLIMELLOULI
Sesmat,Bénédicte,Reynaud,Hervé,HERVEREYNAUD
Seyssel,Julien,Perrot,Évelyne,EVELYNEPERROT
Sghaier,Emna,Ziane,Adel,ADELZIANE
Sidobre,Simon,Briquet,Isabelle,ISABELLEBRIQUET
Sigalas,Manon,Conte jaubert,Mireille,MIREILLECONTEJAUBERT
Simon,Bruno,Duranton,Nicole,NICOLEDURANTON
Simon,Jean-Marie,Paoli-gagin,Vanina,VANINAPAOLIGAGIN
Singier,Philippe,Grosperrin,Jacques,JACQUESGROSPERRIN
Smee,Véronique,Muller-bronn,Laurence,LAURENCEMULLERBRONN
Smith,Alban,Martin,Pauline,PAULINEMARTIN
Soliveres,Mathieu,Leroy,Henri,HENRILEROY
Soly,Marie-Pierre,Laménie,Marc,MARCLAMENIE
Sore,Alexandra,Kern,Claude,CLAUDEKERN
Sore,Alexandra,De nicolay,Louis-Jean,LOUISJEANDENICOLAY
Souleau-joffre,Marie,Goulet,Nathalie,NATHALIEGOULET
Sourice,Sonia,Belin,Bruno,BRUNOBELIN
Stoffel-munck,Lucie,Szpiner,Francis,FRANCISSZPINER
Stoffel-munck,Lucie,Klinger,Christian,CHRISTIANKLINGER
Subra,Emilie,Médevielle,Pierre,PIERREMEDEVIELLE
Sylvestre,Natalène,Delcros,Bernard,BERNARDDELCROS
Taghianosyan,Lia,Jacquin,Olivier,OLIVIERJACQUIN
Taillard,Sophie,Gold,Éric,ERICGOLD
Talarico,Sandy,Brossat,Ian,IANBROSSAT
Tange,Alexandre,Barros,Pierre,PIERREBARROS
Tanguy,Emmeline,Gold,Éric,ERICGOLD
Tanguy,Emmeline,Guillotin,Véronique,VERONIQUEGUILLOTIN
Tarquis,Gwendoline,Naturel,Georges,GEORGESNATUREL
Tarquis,Gwendoline,Pluchet,Kristina,KRISTINAPLUCHET
Taurines,Céline,Poumirol,Emilienne,EMILIENNEPOUMIROL
Taveira,Maer *,Lefèvre,Antoine,ANTOINELEFEVRE
Tavernier,Théodore,Naturel,Georges,GEORGESNATUREL
Teixeira,Hugo,Lefèvre,Antoine,ANTOINELEFEVRE
Testu,de BALINCOURT Gabriel,Olivier,Jean-Baptiste,JEANBAPTISTEOLIVIER
Theaud,Mélissa,Belin,Bruno,BRUNOBELIN
Thebault,Léon,De marco,Monique,MONIQUEDEMARCO
Thellier,Christelle,Vial,Cédric,CEDRICVIAL
Theoleyre,Marianne,Devinaz,Gilbert-Luc,GILBERTLUCDEVINAZ
Thibault,Nicolas,Bazin,Arnaud,ARNAUDBAZIN
Thomas,Peggy,De la provôté,Sonia,SONIADELAPROVOTE
Thuriot,Maxime,Rambaud,Didier,DIDIERRAMBAUD
Thuriot,Maxime,Buis,Bernard,BERNARDBUIS
Tirloy,Sylvie,Henno,Olivier,OLIVIERHENNO
Tissut,Charlotte,Bleunven,Yves,YVESBLEUNVEN
Tolini,Nicolas,Allizard,Pascal,PASCALALLIZARD
Toucourt,Emmanuelle,Roiron,Pierre-Alain,PIERREALAINROIRON
Toujas,Yseult,Espagnac,Frédérique,FREDERIQUEESPAGNAC
Toussaint,Stéphanie,Corbiere naminzo,Evelyne,EVELYNECORBIERENAMINZO
Trabelsi,Dhaker,Ollivier,Mathilde,MATHILDEOLLIVIER
Traore,Birahima,Ros,David,DAVIDROS
Tresgots,Brigitte,Gosselin,Béatrice,BEATRICEGOSSELIN
Treutenaere,Barbara,Boyer,Jean-Marc,JEANMARCBOYER
Treutenaere,Barbara,Duplomb,Laurent,LAURENTDUPLOMB
Trinchero,Stéphane,Rambaud,Didier,DIDIERRAMBAUD
Tritz,Ulrich,Houpert,Alain,ALAINHOUPERT
De turckheim,Alice,Reichardt,André,ANDREREICHARDT
Uchan,Jérôme,Artigalas,Viviane,VIVIANEARTIGALAS
Ugatai,Sandrine,Kulimoetoke,Mikaele,MIKAELEKULIMOETOKE
Valtille,Bastien,Jadot,Yannick,YANNICKJADOT
Vancina,Anne-Sophie,Lopez,Vivette,VIVETTELOPEZ
Van der meulen,Philippine,Di folco,Catherine,CATHERINEDIFOLCO
Van der meulen,Philippine,Rapin,Jean-François,JEANFRANCOISRAPIN
Vannson,Chantal,Hervé,Loïc,LOICHERVE
Van roy,Eric,Michau,Jean-Jacques,JEANJACQUESMICHAU
Van roy,Eric,Fichet,Jean-Luc,JEANLUCFICHET
Vattard,Pierre,Noël,Sylviane,SYLVIANENOEL
Vaudron,Christine,Bitz,Olivier,OLIVIERBITZ
Vekeman,Jacques,Marseille,Hervé,HERVEMARSEILLE
Veronese,Kévin,Guillotin,Véronique,VERONIQUEGUILLOTIN
Veyret,Pierre-Jean,Buis,Bernard,BERNARDBUIS
Vidal,Marjorie,Arnaud,Jean-Michel,JEANMICHELARNAUD
Vigneau,Adeline,Grand,Jean-Pierre,JEANPIERREGRAND
Vignoud,Alexia,Berthet,Martine,MARTINEBERTHET
Vigorie,Cyrille,Sol,Jean,JEANSOL
Vigot,Thomas,Bélim,Audrey,AUDREYBELIM
Vilijn,Patricia,Brisson,Max,MAXBRISSON
Villemain,Louison,Jomier,Bernard,BERNARDJOMIER
Villeneuve,Jordan,Bonnefoy,Nicole,NICOLEBONNEFOY
Violand,Lucas,Chaillou,Christophe,CHRISTOPHECHAILLOU
Vital durand,Louis,Saint-pé,Denise,DENISESAINTPE
Vitali,Matteo,Grosperrin,Jacques,JACQUESGROSPERRIN
Vito,Sophie-Charlotte,Herzog,Christine,CHRISTINEHERZOG
Vivet,Grégoire,Lefèvre,Antoine,ANTOINELEFEVRE
Vivion,Anaïs,Daniel,Karine,KARINEDANIEL
Vogler,Hector,Fernique,Jacques,JACQUESFERNIQUE
Voisin,Matthieu,Meignen,Thierry,THIERRYMEIGNEN
Vuillemenot,Clément,Conconne,Catherine,CATHERINECONCONNE
Wagner,Ludine,Schalck,Elsa,ELSASCHALCK
Waquet,Juliette,Apourceau-poly,Cathy,CATHYAPOURCEAUPOLY
Williot,Clément,Delcros,Bernard,BERNARDDELCROS
Yang,May-Si,Di folco,Catherine,CATHERINEDIFOLCO
Yanno,Gaël,Naturel,Georges,GEORGESNATUREL
Yenbou,Mohammed,Laouedj,Ahmed,AHMEDLAOUEDJ
Youssouf,Awa,Omar oili,Saïd,SAIDOMAROILI
Zaada,Laetitia,Fialaire,Bernard,BERNARDFIALAIRE
Zampiello,Betty,Pantel,Guylène,GUYLENEPANTEL
Zech,Julie,Klinger,Christian,CHRISTIANKLINGER
Zekri,Sarah,Duranton,Nicole,NICOLEDURANTON
Zribi,Rayane,Dumoulin,Éric,ERICDUMOULIN
Zundel,Véronique,Drexler,Sabine,SABINEDREXLER
